cliente_id,segmento,canal_principal,ciudad,categoria_favorita,fecha_primera_compra,fecha_ultima_compra,recencia_dias,frecuencia,valor_total_cop,ticket_promedio,duracion_relacion_dias,compras_ultimo_trim,compras_ultimo_anio,variacion_frecuencia,max_gap_entre_compras,tiene_descuentos,n_categorias_compradas,usa_app,nps_score,churn
CLI01074,Premium,Teléfono,Medellín,Calzado,2023-03-04,2024-05-05,300,20,7009471,350473,429,0,6,1.3986,63,0,1,0,7,1
CLI01075,Online,Tienda física,Ibagué,Libros,2023-01-06,2024-10-17,135,14,1941259,138661,651,0,4,0.6452,189,0,3,0,3,1
CLI01076,Regular,Tienda física,Ibagué,Calzado,2024-01-16,2024-12-05,86,5,986536,197307,325,1,4,0.4615,109,0,4,0,8,0
CLI01077,Regular,Tienda física,Bucaramanga,Hogar,2023-02-10,2023-12-24,433,11,1710305,155482,318,0,0,1.0377,110,0,3,1,8,1
CLI01078,Ocasional,E-commerce,Pereira,Calzado,2024-05-13,2024-05-13,292,1,142092,142092,1,0,1,1.0,292,0,1,0,3,1
CLI01079,Regular,App móvil,Ibagué,Deportes,2023-01-07,2025-01-30,30,7,1588980,226997,755,1,4,0.2781,258,0,4,0,3,0
CLI01080,Online,Tienda física,Bucaramanga,Tecnología,2023-01-13,2024-06-23,251,12,1745872,145489,528,0,3,0.6818,222,0,1,0,6,1
CLI01081,Corporativo,App móvil,Cúcuta,Tecnología,2023-02-08,2025-01-26,34,19,15344120,807585,719,1,7,0.7928,138,0,1,0,10,0
CLI01082,Premium,Teléfono,Pereira,Calzado,2023-01-02,2025-01-26,34,24,8716400,363183,756,3,11,0.9524,171,1,1,0,6,0
CLI01083,Regular,Teléfono,Ibagué,Calzado,2023-01-29,2024-06-02,272,9,1589402,176600,491,0,4,0.5499,145,0,4,0,4,1
CLI01084,Online,Tienda física,Montería,Libros,2023-01-30,2024-03-17,349,15,1934051,128936,413,0,2,1.0896,92,1,4,1,4,1
CLI01085,Online,Teléfono,Cartagena,Tecnología,2023-01-20,2024-12-27,64,12,1570150,130845,708,1,4,0.5085,229,0,4,0,10,0
CLI01086,Regular,Teléfono,Montería,Libros,2023-06-20,2024-04-19,316,4,506184,126546,305,0,1,0.3934,178,0,4,0,6,1
CLI01087,Ocasional,Teléfono,Bogotá,Ropa,2023-07-08,2024-12-12,79,8,767742,95967,524,1,4,0.458,120,1,1,1,5,0
CLI01088,Regular,E-commerce,Montería,Deportes,2023-04-10,2025-01-14,46,10,2058591,205859,646,1,4,0.4644,135,1,2,0,10,0
CLI01089,Online,Tienda física,Medellín,Calzado,2023-01-03,2025-02-11,18,12,1691999,140999,771,2,4,0.4669,154,1,1,0,10,0
CLI01090,Regular,Teléfono,Medellín,Ropa,2023-01-28,2025-01-28,32,7,583680,83382,732,1,2,0.2869,248,1,4,0,7,0
CLI01091,Online,App móvil,Montería,Hogar,2023-02-11,2025-01-28,32,12,1862960,155246,718,2,6,0.5014,148,1,1,0,8,0
CLI01092,Ocasional,Teléfono,Bucaramanga,Libros,2024-02-15,2024-12-07,84,5,434096,86819,297,1,4,0.5051,165,1,4,0,10,0
CLI01093,Ocasional,App móvil,Ibagué,Deportes,2023-03-07,2025-02-20,9,3,286958,95652,717,1,1,0.1255,528,1,3,0,9,0
CLI01094,Regular,Tienda física,Pereira,Calzado,2023-08-14,2025-02-28,1,6,1180902,196817,565,1,3,0.3186,148,1,1,0,10,0
CLI01095,Regular,Teléfono,Montería,Deportes,2023-02-01,2024-12-11,80,14,2649190,189227,680,1,3,0.6176,254,1,3,0,10,0
CLI01096,Regular,E-commerce,Ibagué,Belleza,2023-03-15,2025-01-18,42,9,1604662,178295,676,1,5,0.3994,254,1,4,0,6,0
CLI01097,Regular,E-commerce,Ibagué,Deportes,2023-01-31,2025-01-11,49,10,1825883,182588,712,1,5,0.4213,243,0,4,1,7,0
CLI01098,Regular,Tienda física,Bucaramanga,Hogar,2023-01-12,2025-01-07,53,10,2296707,229670,727,1,3,0.4127,146,1,1,0,9,0
CLI01099,Corporativo,Tienda física,Montería,Calzado,2023-02-23,2025-01-21,39,23,18560307,806969,699,2,10,0.9871,88,1,3,0,8,0
CLI01100,Regular,Tienda física,Bucaramanga,Ropa,2023-01-26,2024-02-16,379,10,2200483,220048,387,0,0,0.7752,101,1,3,1,4,1
CLI01101,Premium,Tienda física,Bucaramanga,Ropa,2023-01-25,2025-01-11,49,17,6708360,394609,718,1,7,0.7103,190,0,1,1,7,0
CLI01102,Online,App móvil,Ibagué,Tecnología,2023-01-23,2025-01-02,58,8,1539967,192495,711,1,1,0.3376,318,1,1,1,7,0
CLI01103,Online,Teléfono,Cúcuta,Ropa,2023-02-17,2024-10-05,147,17,2363679,139039,597,0,5,0.8543,147,1,1,1,5,1
CLI01104,Online,E-commerce,Bucaramanga,Tecnología,2023-01-10,2025-01-14,46,8,1132862,141607,736,1,4,0.3261,279,1,1,0,3,0
CLI01105,Online,Teléfono,Cúcuta,Calzado,2023-01-10,2024-12-23,68,12,1865603,155466,714,1,4,0.5042,233,0,2,1,7,0
CLI01106,Regular,App móvil,Montería,Tecnología,2023-01-14,2024-12-25,66,11,1967007,178818,712,1,5,0.4635,183,1,4,1,9,0
CLI01107,Regular,Teléfono,Ibagué,Belleza,2023-01-24,2025-01-23,37,15,2054170,136944,731,1,8,0.6156,114,0,1,0,10,0
CLI01108,Ocasional,E-commerce,Pereira,Ropa,2023-04-17,2024-01-28,398,6,764918,127486,287,0,0,0.6272,180,1,4,0,7,1
CLI01109,Ocasional,Tienda física,Medellín,Deportes,2023-04-03,2024-03-27,339,3,150350,50116,360,0,1,0.25,184,0,1,0,3,1
CLI01110,Regular,E-commerce,Montería,Deportes,2023-03-27,2024-12-09,82,7,1381878,197411,624,1,3,0.3365,199,0,3,0,10,0
CLI01111,Corporativo,App móvil,Bucaramanga,Tecnología,2023-01-31,2025-02-27,2,24,17364904,723537,759,3,11,0.9486,122,0,2,0,10,0
CLI01112,Regular,App móvil,Barranquilla,Belleza,2023-02-14,2024-12-02,89,10,1839425,183942,658,1,4,0.4559,239,1,2,0,10,0
CLI01113,Regular,Teléfono,Ibagué,Deportes,2023-02-18,2024-12-25,66,5,896514,179302,677,1,1,0.2216,395,1,2,0,10,0
CLI01114,Regular,Tienda física,Medellín,Libros,2023-01-17,2024-12-14,77,15,3382647,225509,698,1,7,0.6447,107,0,4,0,6,0
CLI01115,Ocasional,E-commerce,Barranquilla,Deportes,2023-01-28,2024-04-12,323,7,687826,98260,441,0,2,0.4762,229,0,2,0,10,1
CLI01116,Ocasional,E-commerce,Ibagué,Ropa,2023-05-24,2024-12-06,85,4,333610,83402,563,1,1,0.2131,401,0,1,0,9,0
CLI01117,Premium,Teléfono,Pereira,Hogar,2023-02-24,2025-02-01,28,13,4672238,359402,709,4,12,0.5501,473,1,1,0,8,0
CLI01118,Online,Tienda física,Montería,Ropa,2023-01-18,2024-12-10,81,9,1582563,175840,693,1,2,0.3896,271,1,1,1,10,0
CLI01119,Regular,Teléfono,Montería,Hogar,2023-04-05,2025-01-29,31,10,1781626,178162,666,1,5,0.4505,196,0,2,1,7,0
CLI01120,Regular,Tienda física,Cartagena,Libros,2023-01-23,2024-12-15,76,10,1834149,183414,693,1,6,0.4329,224,0,3,0,9,0
CLI01121,Online,Teléfono,Montería,Tecnología,2023-01-29,2025-01-03,57,9,1073419,119268,706,1,3,0.3824,263,1,4,0,7,0
CLI01122,Online,App móvil,Ibagué,Hogar,2023-02-23,2025-02-17,12,13,1927317,148255,726,1,6,0.5372,128,1,1,1,9,0
CLI01123,Online,Teléfono,Cali,Hogar,2023-01-23,2025-02-04,25,13,2479224,190709,744,1,3,0.5242,207,0,1,0,9,0
CLI01124,Corporativo,Teléfono,Medellín,Deportes,2023-01-21,2024-12-19,72,20,16713706,835685,699,1,4,0.8584,187,1,4,1,9,0
CLI01125,Ocasional,App móvil,Pereira,Libros,2023-02-25,2025-02-12,17,5,501231,100246,719,1,3,0.2086,306,0,2,1,7,0
CLI01126,Ocasional,App móvil,Cúcuta,Calzado,2023-01-01,2025-02-18,11,9,852388,94709,780,2,3,0.3462,227,0,1,0,8,0
CLI01127,Premium,E-commerce,Montería,Tecnología,2023-01-14,2025-02-17,12,12,3551494,295957,766,1,5,0.47,114,0,4,0,8,0
CLI01128,Regular,App móvil,Montería,Ropa,2023-02-13,2025-02-06,23,12,2381245,198437,725,1,6,0.4966,118,1,3,0,8,0
CLI01129,Regular,Tienda física,Bucaramanga,Ropa,2023-02-03,2025-02-23,6,16,2828955,176809,752,4,8,0.6383,182,0,3,1,10,0
CLI01130,Regular,Tienda física,Medellín,Hogar,2023-04-17,2025-01-01,59,13,2353428,181032,626,1,8,0.623,146,1,2,1,7,0
CLI01131,Ocasional,Tienda física,Bucaramanga,Deportes,2023-10-31,2025-01-02,58,4,380205,95051,430,1,3,0.2791,183,0,3,1,3,0
CLI01132,Regular,E-commerce,Bucaramanga,Tecnología,2023-02-17,2024-06-04,270,10,2083375,208337,474,0,4,0.6329,140,0,1,0,3,1
CLI01133,Premium,Tienda física,Pereira,Calzado,2023-02-07,2025-01-03,57,13,4702490,361730,697,2,7,0.5595,119,0,1,0,9,0
CLI01134,Regular,Teléfono,Cartagena,Ropa,2023-01-08,2024-02-02,393,8,1576570,197071,391,0,0,0.6138,88,1,3,0,7,1
CLI01135,Ocasional,E-commerce,Pereira,Ropa,2025-01-07,2025-01-07,53,1,64363,64363,1,1,1,1.0,53,0,1,1,10,0
CLI01136,Premium,Teléfono,Montería,Deportes,2023-02-05,2025-02-19,10,19,6043147,318060,746,3,10,0.7641,95,0,2,1,10,0
CLI01137,Corporativo,App móvil,Cali,Calzado,2023-01-03,2025-01-06,54,19,15420232,811591,735,1,8,0.7755,137,0,4,0,10,0
CLI01138,Regular,Tienda física,Bucaramanga,Calzado,2023-06-06,2024-12-10,81,11,1712625,155693,554,1,4,0.5957,142,1,3,1,8,0
CLI01139,Regular,App móvil,Cartagena,Tecnología,2023-05-12,2025-01-09,51,7,1248079,178297,609,2,5,0.3448,368,1,3,0,9,0
CLI01140,Ocasional,Teléfono,Medellín,Deportes,2023-06-07,2023-12-18,439,6,761141,126856,195,0,0,0.9231,117,0,1,1,7,1
CLI01141,Corporativo,Tienda física,Cali,Ropa,2023-01-04,2024-04-18,317,25,17619117,704764,471,0,4,1.5924,110,1,3,0,8,1
CLI01142,Regular,Tienda física,Cartagena,Ropa,2023-01-29,2025-01-14,46,8,1697825,212228,717,1,5,0.3347,289,0,2,0,7,0
CLI01143,Ocasional,App móvil,Pereira,Belleza,2023-01-05,2024-12-07,84,2,36459,18229,703,1,1,0.0853,702,0,2,1,7,0
CLI01144,Ocasional,E-commerce,Pereira,Deportes,2023-01-06,2024-12-27,64,4,442787,110696,722,1,2,0.1662,268,1,3,0,9,0
CLI01145,Regular,E-commerce,Montería,Libros,2023-02-20,2025-01-13,47,11,2107229,191566,694,2,6,0.4755,234,0,2,0,9,0
CLI01146,Online,App móvil,Medellín,Tecnología,2023-09-29,2025-02-28,1,8,1414474,176809,519,2,6,0.4624,90,1,1,0,10,0
CLI01147,Corporativo,Tienda física,Bucaramanga,Deportes,2023-02-14,2025-01-16,44,23,20368672,885594,703,3,8,0.9815,99,1,1,1,8,0
CLI01148,Ocasional,E-commerce,Pereira,Deportes,2023-01-22,2025-01-03,57,4,355824,88956,713,1,2,0.1683,269,1,2,0,10,0
CLI01149,Corporativo,E-commerce,Bucaramanga,Ropa,2023-01-08,2024-08-22,191,26,22368159,860313,593,0,7,1.3153,86,1,4,0,2,1
CLI01150,Online,Tienda física,Bucaramanga,Libros,2023-01-28,2024-10-16,136,13,1847701,142130,628,0,8,0.621,247,0,3,1,6,1
CLI01151,Ocasional,E-commerce,Bogotá,Ropa,2023-05-21,2023-10-23,495,4,279851,69962,156,0,0,0.7692,82,0,1,1,4,1
CLI01152,Corporativo,E-commerce,Bogotá,Belleza,2023-01-08,2025-01-31,29,28,22178501,792089,755,2,12,1.1126,89,1,3,1,6,0
CLI01153,Ocasional,Tienda física,Pereira,Tecnología,2023-02-16,2025-01-27,33,6,509697,84949,712,1,2,0.2528,344,1,3,0,6,0
CLI01154,Ocasional,Teléfono,Cali,Tecnología,2023-11-20,2024-02-21,374,3,379642,126547,94,0,0,0.9574,89,0,3,0,2,1
CLI01155,Ocasional,Tienda física,Cartagena,Deportes,2023-01-21,2024-01-29,397,2,130868,65434,374,0,0,0.1604,373,1,1,0,4,1
CLI01156,Ocasional,App móvil,Ibagué,Belleza,2023-01-30,2024-05-24,281,6,519238,86539,481,0,1,0.3742,257,1,4,1,6,1
CLI01157,Regular,Teléfono,Cúcuta,Libros,2023-01-17,2025-01-11,49,7,1191889,170269,726,1,3,0.2893,191,0,2,1,10,0
CLI01158,Online,Tienda física,Cúcuta,Ropa,2023-04-28,2024-12-13,78,10,1749254,174925,596,1,4,0.5034,158,1,4,1,3,0
CLI01159,Online,App móvil,Montería,Hogar,2023-02-11,2024-12-20,71,13,2004227,154171,679,1,8,0.5744,248,0,2,0,10,0
CLI01160,Premium,Tienda física,Cali,Tecnología,2023-02-20,2024-03-03,363,15,5090242,339349,378,0,1,1.1905,84,0,1,1,6,1
CLI01161,Corporativo,Tienda física,Cartagena,Belleza,2023-02-05,2025-02-09,20,26,19524021,750923,736,3,15,1.0598,197,0,2,0,8,0
CLI01162,Regular,Tienda física,Cali,Deportes,2023-02-01,2025-01-01,59,10,1880096,188009,701,1,4,0.428,143,1,1,0,8,0
CLI01163,Regular,E-commerce,Cúcuta,Libros,2023-04-27,2024-12-13,78,8,1618671,202333,597,1,6,0.402,274,1,4,1,5,0
CLI01164,Ocasional,Teléfono,Pereira,Tecnología,2024-03-28,2024-06-22,252,2,185756,92878,87,0,2,0.6897,86,1,2,1,8,1
CLI01165,Regular,Tienda física,Bucaramanga,Ropa,2023-01-24,2023-10-14,504,4,665228,166307,264,0,0,0.4545,195,0,2,1,5,1
CLI01166,Corporativo,Teléfono,Cartagena,Tecnología,2023-01-06,2025-01-09,51,20,16174278,808713,735,1,10,0.8163,144,1,4,1,6,0
CLI01167,Corporativo,Tienda física,Cúcuta,Belleza,2023-01-13,2025-02-07,22,23,17841313,775709,757,1,12,0.9115,124,1,1,0,10,0
CLI01168,Regular,Teléfono,Montería,Ropa,2023-01-31,2025-02-10,19,9,1503329,167036,742,1,3,0.3639,266,1,3,0,10,0
CLI01169,Premium,Tienda física,Cartagena,Libros,2023-02-17,2025-01-23,37,16,5810303,363143,707,1,10,0.6789,138,0,4,1,8,0
CLI01170,Regular,Teléfono,Bucaramanga,Deportes,2023-01-11,2025-01-25,35,10,1655853,165585,746,1,1,0.4021,338,0,3,0,10,0
CLI01171,Ocasional,App móvil,Barranquilla,Hogar,2024-01-01,2024-12-09,82,2,131821,65910,344,1,1,0.1744,343,1,2,0,7,0
CLI01172,Online,Tienda física,Ibagué,Calzado,2023-05-13,2025-01-10,50,14,2217421,158387,609,1,8,0.6897,94,0,3,0,10,0
CLI01173,Ocasional,Teléfono,Montería,Libros,2023-06-06,2025-02-05,24,7,632362,90337,611,1,2,0.3437,330,1,1,0,6,0
CLI01174,Regular,Tienda física,Montería,Ropa,2023-01-24,2024-02-04,391,8,1302050,162756,377,0,0,0.6366,113,1,3,1,6,1
CLI01175,Ocasional,Teléfono,Medellín,Calzado,2023-01-09,2024-02-09,386,4,335285,83821,397,0,0,0.3023,304,0,3,1,7,1
CLI01176,Regular,Teléfono,Barranquilla,Tecnología,2023-03-01,2025-01-02,58,4,743603,185900,674,1,1,0.178,422,0,1,1,9,0
CLI01177,Corporativo,Teléfono,Bogotá,Tecnología,2023-01-19,2025-02-13,16,27,21250400,787051,757,1,13,1.07,103,1,2,0,10,0
CLI01178,Premium,Teléfono,Bogotá,Tecnología,2023-04-08,2024-07-07,237,16,5734656,358416,457,0,5,1.0503,104,1,1,0,1,1
CLI01179,Corporativo,App móvil,Barranquilla,Deportes,2023-01-12,2024-12-10,81,29,25618401,883393,699,1,14,1.2446,117,0,1,0,6,0
CLI01180,Ocasional,Tienda física,Barranquilla,Tecnología,2023-02-02,2024-03-29,337,8,859048,107381,422,0,1,0.5687,169,1,3,1,2,1
CLI01181,Online,Teléfono,Barranquilla,Calzado,2023-02-06,2024-05-02,303,11,1756002,159636,452,0,1,0.7301,199,1,3,0,3,1
CLI01182,Regular,E-commerce,Pereira,Ropa,2023-01-07,2024-12-06,85,5,950826,190165,700,1,4,0.2143,459,0,2,0,9,0
CLI01183,Ocasional,App móvil,Barranquilla,Ropa,2023-02-27,2025-02-06,23,7,596668,85238,711,1,3,0.2954,227,1,4,1,8,0
CLI01184,Online,Teléfono,Medellín,Libros,2023-08-10,2025-02-24,5,10,1492101,149210,565,2,4,0.531,207,1,2,0,6,0
CLI01185,Premium,Tienda física,Pereira,Belleza,2023-04-02,2025-02-24,5,16,4728195,295512,695,1,7,0.6906,135,0,4,0,10,0
CLI01186,Online,E-commerce,Barranquilla,Ropa,2023-08-21,2024-12-22,69,8,1266568,158321,490,1,4,0.4898,205,0,2,1,5,0
CLI01187,Ocasional,App móvil,Cali,Calzado,2023-02-24,2024-03-08,358,6,552364,92060,379,0,1,0.4749,162,1,2,0,6,1
CLI01188,Premium,Teléfono,Barranquilla,Tecnología,2023-02-01,2024-12-03,88,16,5495009,343438,672,1,7,0.7143,218,0,1,0,7,0
CLI01189,Regular,App móvil,Barranquilla,Libros,2023-01-18,2024-12-03,88,7,1624858,232122,686,1,3,0.3061,215,1,3,0,9,0
CLI01190,Ocasional,Tienda física,Medellín,Ropa,2025-01-18,2025-01-18,42,1,86489,86489,1,1,1,1.0,42,0,1,1,3,0
CLI01191,Premium,App móvil,Montería,Deportes,2023-01-06,2025-01-23,37,16,4999165,312447,749,1,5,0.6409,170,1,2,0,9,0
CLI01192,Ocasional,App móvil,Cartagena,Hogar,2023-01-06,2025-01-12,48,6,672321,112053,738,1,4,0.2439,299,1,1,0,8,0
CLI01193,Regular,App móvil,Cali,Tecnología,2023-06-07,2025-02-01,28,5,884518,176903,606,1,1,0.2475,461,1,1,0,1,0
CLI01194,Ocasional,Tienda física,Medellín,Deportes,2023-11-20,2025-02-07,22,2,204533,102266,446,1,1,0.1345,445,0,2,1,9,0
CLI01195,Premium,Teléfono,Bucaramanga,Tecnología,2023-01-10,2025-02-17,12,14,4760707,340050,770,1,5,0.5455,153,1,4,1,5,0
CLI01196,Online,App móvil,Ibagué,Deportes,2023-02-06,2024-12-28,63,12,1631503,135958,692,1,5,0.5202,162,1,4,0,8,0
CLI01197,Online,Teléfono,Cartagena,Calzado,2023-02-14,2025-01-29,31,13,2127484,163652,716,1,5,0.5447,269,1,3,1,5,0
CLI01198,Online,Teléfono,Montería,Hogar,2023-03-19,2024-10-15,137,11,1483477,134861,577,0,4,0.5719,116,1,1,1,4,1
CLI01199,Ocasional,Teléfono,Pereira,Hogar,2023-09-01,2024-12-19,72,4,466115,116528,476,1,1,0.2521,316,1,4,0,10,0
CLI01200,Regular,App móvil,Bogotá,Tecnología,2023-03-13,2025-02-17,12,8,1788652,223581,708,1,3,0.339,271,1,3,1,6,0
CLI01201,Ocasional,Teléfono,Montería,Deportes,2023-01-09,2025-02-03,26,3,202911,67637,757,1,1,0.1189,602,1,1,0,8,0
CLI01202,Premium,App móvil,Medellín,Ropa,2023-02-09,2025-02-14,15,20,6675263,333763,737,2,7,0.8141,102,1,4,1,6,0
CLI01203,Premium,App móvil,Montería,Libros,2023-01-11,2024-04-12,323,13,5329689,409976,458,0,1,0.8515,160,0,3,0,3,1
CLI01204,Regular,E-commerce,Ibagué,Ropa,2023-05-12,2025-01-27,33,8,1350566,168820,627,1,3,0.3828,188,0,3,1,8,0
CLI01205,Regular,E-commerce,Barranquilla,Tecnología,2023-02-15,2025-01-31,29,11,1768730,160793,717,1,4,0.4603,175,1,4,1,9,0
CLI01206,Corporativo,Teléfono,Cartagena,Calzado,2023-02-25,2025-02-01,28,28,21973438,784765,708,3,15,1.1864,100,1,2,0,5,0
CLI01207,Ocasional,Teléfono,Montería,Hogar,2024-03-25,2025-01-28,32,4,373723,93430,310,2,4,0.3871,241,0,2,0,6,0
CLI01208,Regular,App móvil,Bucaramanga,Libros,2023-01-30,2025-02-22,7,10,1807331,180733,755,1,6,0.3974,279,1,4,1,9,0
CLI01209,Regular,E-commerce,Medellín,Calzado,2023-01-17,2024-12-10,81,8,1008281,126035,694,1,2,0.3458,360,0,3,1,9,0
CLI01210,Online,E-commerce,Bucaramanga,Ropa,2023-06-26,2025-01-09,51,12,1527439,127286,564,1,8,0.6383,158,0,2,1,6,0
CLI01211,Regular,E-commerce,Pereira,Belleza,2023-03-16,2024-06-07,267,9,1549698,172188,450,0,2,0.6,108,1,4,0,5,1
CLI01212,Regular,E-commerce,Ibagué,Libros,2023-01-21,2024-10-15,137,4,632007,158001,634,0,1,0.1893,288,1,1,1,7,1
CLI01213,Regular,App móvil,Barranquilla,Tecnología,2023-04-11,2025-02-17,12,7,907867,129695,679,1,2,0.3093,292,1,3,1,6,0
CLI01214,Corporativo,E-commerce,Barranquilla,Tecnología,2023-04-16,2025-01-13,47,28,22002702,785810,639,2,16,1.3146,73,1,2,1,8,0
CLI01215,Ocasional,Teléfono,Pereira,Calzado,2023-01-26,2025-01-03,57,4,436784,109196,709,1,2,0.1693,561,0,1,1,8,0
CLI01216,Regular,Tienda física,Cali,Ropa,2023-03-13,2024-12-29,62,12,2146433,178869,658,1,6,0.5471,245,0,3,0,6,0
CLI01217,Premium,E-commerce,Montería,Tecnología,2023-01-28,2025-02-25,4,18,7099973,394442,760,3,11,0.7105,162,0,1,1,10,0
CLI01218,Ocasional,Teléfono,Medellín,Libros,2023-01-21,2023-12-24,433,4,332520,83130,338,0,0,0.355,206,0,4,1,3,1
CLI01219,Ocasional,E-commerce,Cúcuta,Libros,2023-05-02,2025-02-15,14,8,899026,112378,656,1,3,0.3659,220,0,2,0,8,0
CLI01220,Regular,App móvil,Bucaramanga,Hogar,2023-06-08,2025-02-10,19,9,2086631,231847,614,2,5,0.4397,170,0,3,0,10,0
CLI01221,Online,Tienda física,Cúcuta,Hogar,2023-02-08,2024-07-31,213,13,2462749,189442,540,0,8,0.7222,207,0,1,1,3,1
CLI01222,Regular,Tienda física,Barranquilla,Deportes,2023-01-05,2024-01-28,398,12,2021151,168429,389,0,0,0.9254,112,1,1,0,5,1
CLI01223,Regular,Teléfono,Medellín,Ropa,2023-01-06,2025-01-27,33,7,1623635,231947,753,1,3,0.2789,249,1,4,0,9,0
CLI01224,Online,Teléfono,Cali,Hogar,2023-07-08,2025-01-28,32,11,1740706,158246,571,1,8,0.5779,115,0,3,0,9,0
CLI01225,Regular,App móvil,Pereira,Libros,2023-02-20,2024-08-24,189,7,1223754,174822,552,0,1,0.3804,251,1,4,0,5,1
CLI01226,Ocasional,Teléfono,Bogotá,Libros,2023-09-12,2024-06-03,271,2,295128,147564,266,0,1,0.2256,265,1,2,0,4,1
CLI01227,Regular,Teléfono,Pereira,Calzado,2023-02-08,2024-02-10,385,9,1583748,175972,368,0,0,0.7337,135,0,2,1,6,1
CLI01228,Regular,Teléfono,Cartagena,Libros,2023-01-06,2025-02-02,27,10,2061141,206114,759,1,5,0.3953,189,1,3,0,1,0
CLI01229,Online,E-commerce,Cali,Deportes,2023-04-21,2025-02-18,11,11,1246043,113276,670,1,4,0.4925,212,1,1,1,10,0
CLI01230,Regular,App móvil,Cartagena,Libros,2023-05-13,2025-01-07,53,4,580531,145132,606,1,3,0.198,382,0,4,1,6,0
CLI01231,Online,App móvil,Ibagué,Deportes,2023-01-25,2024-12-05,86,13,2304752,177288,681,1,5,0.5727,196,1,3,1,6,0
CLI01232,Regular,E-commerce,Cali,Tecnología,2023-03-01,2024-08-28,185,7,1433203,204743,547,0,2,0.3839,268,0,1,1,2,1
CLI01233,Regular,App móvil,Bogotá,Tecnología,2023-02-26,2024-06-18,256,14,2739616,195686,479,0,3,0.8768,146,0,1,0,3,1
CLI01234,Premium,Teléfono,Pereira,Belleza,2023-02-02,2024-12-22,69,10,3466465,346646,690,1,5,0.4348,291,1,2,0,8,0
CLI01235,Ocasional,App móvil,Medellín,Deportes,2023-01-19,2023-12-25,432,7,625734,89390,341,0,0,0.6158,121,1,2,1,6,1
CLI01236,Regular,Tienda física,Montería,Belleza,2023-02-13,2025-02-14,15,9,1305886,145098,733,1,6,0.3683,249,1,3,1,7,0
CLI01237,Online,Teléfono,Ibagué,Hogar,2023-01-09,2024-05-12,293,7,882751,126107,490,0,3,0.4286,209,1,4,0,5,1
CLI01238,Regular,Teléfono,Bucaramanga,Hogar,2023-01-20,2024-06-22,252,9,1705595,189510,520,0,4,0.5192,302,1,2,0,1,1
CLI01239,Online,App móvil,Cali,Calzado,2023-04-10,2025-01-15,45,13,2129643,163818,647,1,7,0.6028,147,1,2,0,1,0
CLI01240,Regular,Tienda física,Bogotá,Hogar,2023-02-09,2025-01-14,46,9,1629228,181025,706,1,2,0.3824,252,1,4,1,8,0
CLI01241,Online,Tienda física,Cúcuta,Calzado,2023-02-15,2025-01-04,56,13,1949295,149945,690,1,6,0.5652,208,0,4,1,8,0
CLI01242,Corporativo,Tienda física,Bucaramanga,Hogar,2023-01-05,2025-01-28,32,34,28786379,846658,755,1,15,1.351,87,1,1,0,8,0
CLI01243,Corporativo,Teléfono,Bucaramanga,Tecnología,2023-02-10,2024-12-10,81,15,10900506,726700,670,1,7,0.6716,107,1,1,1,9,0
CLI01244,Corporativo,App móvil,Ibagué,Deportes,2023-01-04,2024-12-16,75,29,24988487,861671,713,1,8,1.2202,96,1,2,1,6,0
CLI01245,Corporativo,Teléfono,Bucaramanga,Deportes,2023-01-01,2025-01-25,35,18,12585919,699217,756,2,6,0.7143,140,0,3,1,8,0
CLI01246,Ocasional,Tienda física,Cúcuta,Libros,2023-07-31,2024-05-02,303,3,242540,80846,277,0,1,0.3249,237,1,2,0,4,1
CLI01247,Regular,E-commerce,Ibagué,Libros,2023-03-05,2024-01-12,414,9,1922791,213643,314,0,0,0.8599,103,1,3,1,4,1
CLI01248,Premium,App móvil,Bogotá,Libros,2023-01-04,2025-01-23,37,18,5672306,315128,751,1,6,0.719,109,0,4,0,7,0
CLI01249,Online,E-commerce,Montería,Deportes,2023-02-17,2024-08-18,195,14,2221596,158685,549,0,7,0.765,129,0,3,0,7,1
CLI01250,Ocasional,E-commerce,Bogotá,Calzado,2023-07-23,2025-02-28,1,4,386264,96566,587,1,1,0.2044,568,1,2,0,9,0
CLI01251,Corporativo,Teléfono,Bucaramanga,Tecnología,2023-01-20,2025-01-26,34,17,13892876,817228,738,5,9,0.6911,129,1,3,0,1,0
CLI01252,Regular,Tienda física,Medellín,Deportes,2023-01-04,2024-04-09,326,12,1765552,147129,462,0,1,0.7792,97,1,4,0,7,1
CLI01253,Premium,App móvil,Cartagena,Hogar,2023-02-09,2024-10-03,149,18,6671324,370629,603,0,8,0.8955,114,1,4,0,4,1
CLI01254,Regular,E-commerce,Cartagena,Hogar,2023-05-07,2025-01-21,39,11,1443759,131250,626,1,4,0.5272,186,0,2,0,6,0
CLI01255,Ocasional,E-commerce,Montería,Hogar,2023-12-24,2024-03-31,335,2,110172,55086,99,0,1,0.6061,98,0,2,0,4,1
CLI01256,Regular,App móvil,Cali,Tecnología,2023-02-09,2025-01-10,50,10,2170743,217074,702,1,3,0.4274,295,0,2,0,7,0
CLI01257,Regular,Tienda física,Bogotá,Belleza,2023-01-10,2024-02-14,381,14,2818080,201291,401,0,0,1.0474,127,1,2,0,9,1
CLI01258,Regular,E-commerce,Ibagué,Calzado,2023-01-10,2024-06-04,270,13,2207226,169786,512,0,2,0.7617,158,1,3,0,2,1
